Year,Month,a1b.bccr_bcm2_0.1,a1b.cccma_cgcm3_1.1,a1b.cccma_cgcm3_1.2,a1b.cccma_cgcm3_1.3,a1b.cccma_cgcm3_1.4,a1b.cccma_cgcm3_1.5,a1b.cnrm_cm3.1,a1b.csiro_mk3_0.1,a1b.gfdl_cm2_0.1,a1b.gfdl_cm2_1.1,a1b.giss_model_e_r.2,a1b.giss_model_e_r.4,a1b.inmcm3_0.1,a1b.ipsl_cm4.1,a1b.miroc3_2_medres.1,a1b.miroc3_2_medres.2,a1b.miroc3_2_medres.3,a1b.miub_echo_g.1,a1b.miub_echo_g.2,a1b.miub_echo_g.3,a1b.mpi_echam5.1,a1b.mpi_echam5.2,a1b.mpi_echam5.3,a1b.mri_cgcm2_3_2a.1,a1b.mri_cgcm2_3_2a.2,a1b.mri_cgcm2_3_2a.3,a1b.mri_cgcm2_3_2a.4,a1b.mri_cgcm2_3_2a.5,a1b.ncar_ccsm3_0.1,a1b.ncar_ccsm3_0.2,a1b.ncar_ccsm3_0.3,a1b.ncar_ccsm3_0.5,a1b.ncar_ccsm3_0.6,a1b.ncar_ccsm3_0.7,a1b.ncar_pcm1.1,a1b.ncar_pcm1.2,a1b.ncar_pcm1.3,a1b.ncar_pcm1.4,a1b.ukmo_hadcm3.1,a2.bccr_bcm2_0.1,a2.cccma_cgcm3_1.1,a2.cccma_cgcm3_1.2,a2.cccma_cgcm3_1.3,a2.cccma_cgcm3_1.4,a2.cccma_cgcm3_1.5,a2.cnrm_cm3.1,a2.csiro_mk3_0.1,a2.gfdl_cm2_0.1,a2.gfdl_cm2_1.1,a2.giss_model_e_r.1,a2.inmcm3_0.1,a2.ipsl_cm4.1,a2.miroc3_2_medres.1,a2.miroc3_2_medres.2,a2.miroc3_2_medres.3,a2.miub_echo_g.1,a2.miub_echo_g.2,a2.miub_echo_g.3,a2.mpi_echam5.1,a2.mpi_echam5.2,a2.mpi_echam5.3,a2.mri_cgcm2_3_2a.1,a2.mri_cgcm2_3_2a.2,a2.mri_cgcm2_3_2a.3,a2.mri_cgcm2_3_2a.4,a2.mri_cgcm2_3_2a.5,a2.ncar_ccsm3_0.1,a2.ncar_ccsm3_0.2,a2.ncar_ccsm3_0.3,a2.ncar_ccsm3_0.4,a2.ncar_pcm1.1,a2.ncar_pcm1.2,a2.ncar_pcm1.3,a2.ncar_pcm1.4,a2.ukmo_hadcm3.1,b1.bccr_bcm2_0.1,b1.cccma_cgcm3_1.1,b1.cccma_cgcm3_1.2,b1.cccma_cgcm3_1.3,b1.cccma_cgcm3_1.4,b1.cccma_cgcm3_1.5,b1.cnrm_cm3.1,b1.csiro_mk3_0.1,b1.gfdl_cm2_0.1,b1.gfdl_cm2_1.1,b1.giss_model_e_r.1,b1.inmcm3_0.1,b1.ipsl_cm4.1,b1.miroc3_2_medres.1,b1.miroc3_2_medres.2,b1.miroc3_2_medres.3,b1.miub_echo_g.1,b1.miub_echo_g.2,b1.miub_echo_g.3,b1.mpi_echam5.1,b1.mpi_echam5.2,b1.mpi_echam5.3,b1.mri_cgcm2_3_2a.1,b1.mri_cgcm2_3_2a.2,b1.mri_cgcm2_3_2a.3,b1.mri_cgcm2_3_2a.4,b1.mri_cgcm2_3_2a.5,b1.ncar_ccsm3_0.1,b1.ncar_ccsm3_0.2,b1.ncar_ccsm3_0.3,b1.ncar_ccsm3_0.4,b1.ncar_ccsm3_0.5,b1.ncar_ccsm3_0.6,b1.ncar_ccsm3_0.7,b1.ncar_pcm1.2,b1.ncar_pcm1.3,b1.ukmo_hadcm3.1,
1950,11,9484,11270,15878,14227,10096,12854,8796,20596,9988,8119,7558,16994,12013,9500,16787,11084,14071,9421,7147,12488,16558,11298,11271,11212,13209,31763,13568,10568,11233,11601,9487,11167,8376,9818,9617,13371,13668,16390,13439,9908,12226,15542,17184,9024,13832,8935,18383,8921,9319,6429,9979,10935,14579,13387,17090,8639,7277,11987,16172,11358,10873,10355,14237,22287,16194,10770,9958,12048,10022,14515,9031,13452,14237,17257,7418,9969,12383,16204,18146,9114,14793,8718,19217,9348,8787,6140,12422,9107,13046,12226,16368,8112,7148,12594,17394,11106,10154,10182,13792,32497,14102,12751,11303,11527,9354,15149,9339,7454,9652,10979,13735,18393
1950,12,8620,10798,13536,12188,9267,10864,8201,14395,9084,8469,7317,17085,10058,9284,15169,12770,15388,7897,6796,10592,13297,9268,10273,8865,10734,22761,16479,9831,10466,12868,8833,10077,7892,9534,8776,8787,11986,14463,12302,9057,10618,14888,14047,8654,12077,7863,13444,7966,8524,7017,9950,9446,13239,12256,16162,7798,6799,11161,14462,9584,9514,9105,10971,20941,12992,9720,10258,12739,9507,12367,9346,9498,12426,14718,6142,9016,9588,14490,15410,8606,13055,7677,13764,8618,8207,7858,10560,9690,12642,12874,14784,8023,6852,12188,14119,8975,10174,9148,12219,24245,15053,8999,10103,12780,9209,12783,9588,7592,9754,9127,11859,14472
1951,1,8723,9571,13672,10213,9611,10359,7721,11985,8515,7289,6901,14658,15025,8082,17413,9809,12877,7725,6659,10823,13899,10265,9363,9538,9376,19439,13277,9381,9142,12703,8826,9080,7324,8086,8048,9297,10272,12615,10520,8690,9469,14145,11966,8456,11124,7559,11347,7962,7733,10970,9961,9085,13408,10523,16420,8288,6254,12108,12328,9676,8583,9213,9632,18987,11711,8549,9003,12589,9445,11508,8452,9709,10638,12733,6928,8529,8538,16304,12969,8500,11669,7445,10945,8166,7445,9431,11215,8049,13195,10188,14266,8347,6393,9757,12810,8562,8845,9606,10149,21643,13242,9207,8866,10823,8733,14445,8098,6889,8429,8774,10533,12776
1951,2,9376,9026,15037,10804,9573,10771,8048,10851,8539,7772,7177,14708,18953,8577,15854,9729,15098,9206,7186,9600,12260,9707,9331,10145,9001,26250,12706,10216,9499,14164,8329,9073,7115,8042,8129,9318,9840,14399,10114,9008,8428,13933,11930,10680,11285,7626,10246,8059,7566,11943,18502,8730,14089,10166,17252,8807,6533,9705,11408,10483,9279,9844,9368,24484,11405,10927,9258,12906,8819,12371,9364,9237,10780,14278,6587,9735,8452,15620,12662,10112,11506,7423,10428,8515,7407,12073,19763,8619,14321,9760,16615,9076,6873,9501,12132,11410,9665,9945,9659,26888,12004,10125,8761,11698,8557,11986,8799,7126,8690,8893,9895,12085
1951,3,9702,10810,17268,11530,10364,14937,8135,12473,8707,8035,9210,18906,24655,9212,18105,11406,19434,10590,8590,10852,13443,10876,12152,11426,10556,43969,12969,11901,10099,16403,10890,11640,9422,8307,9934,12170,11963,14706,13001,12483,10321,15370,12732,12917,12298,8153,11540,8843,8480,11053,26282,10484,15451,10545,21391,15603,8829,13091,13250,10753,10870,13167,11295,39621,11403,11663,10164,16929,10431,12847,9631,14349,11412,16130,8754,11497,9806,17275,13241,10547,13849,8142,10454,8834,8143,13291,31455,10647,16060,10662,17982,11394,8609,10754,13493,10310,11499,15160,13127,38876,13757,12508,9980,23080,10222,12455,11210,9530,9535,12001,10960,12574
1951,4,21794,13048,22294,16624,20088,20924,9372,17068,13108,9533,12568,28631,41460,14063,27387,15364,29559,20744,11138,20851,20064,13798,14672,18862,15969,54534,19960,17897,13433,35949,11506,15088,11735,12340,9512,15418,13165,18728,19403,15862,11841,23727,17946,15455,24681,9701,16683,11323,10036,16460,39698,13929,31141,15389,31165,16615,10016,20536,14262,12736,12472,18996,20470,50941,20509,15697,14022,31944,16573,17155,10608,17636,12986,25121,11291,16602,11920,20977,19141,20674,21387,10142,19106,13522,10622,19120,40132,13205,22882,16800,32738,16236,12343,17180,14931,10876,14225,17166,22994,47170,21656,16831,13354,42821,13186,22391,14664,11680,13596,15522,13822,19078
1951,5,51297,23253,55551,33368,36924,32999,16400,42902,18394,16888,21640,55453,75262,27152,67723,45145,56408,34230,21806,32153,27302,22833,37117,33503,40127,93586,50031,30260,35153,47161,31671,36996,26178,24942,21185,33216,22234,51668,51649,52906,30131,52076,26668,47937,36765,17480,33521,16503,17075,27975,76406,33935,76537,42706,50369,27780,22083,34196,24077,17654,44840,35490,34420,83575,42692,31893,29699,61686,29164,57899,23981,33804,19267,55369,18426,40387,24961,59256,40439,39332,29469,18528,41423,22869,20623,29120,91305,25346,54385,55633,55379,29889,20607,33433,27010,24849,36248,35374,34280,84403,36567,28208,40989,69247,30694,55934,27642,17552,20965,25600,23405,44307
1951,6,84771,42709,73448,53168,71832,46050,47986,64969,27758,50825,35601,57690,114621,67389,122425,89136,117945,63117,40214,34346,39030,32177,115452,45274,74731,127092,41389,55605,77698,126740,41624,70905,65411,58163,62812,75100,45761,88765,90229,94795,41245,97207,68527,67466,47458,53623,75302,31579,47846,74478,113393,57927,104592,71835,117255,48607,46828,36254,56074,28890,113770,43413,65106,131650,54703,54593,70771,89750,40759,86379,52032,78558,46723,97956,38944,105210,48503,88949,51531,74240,57735,51805,80787,31467,42918,74635,105896,72725,125327,70234,107168,58498,42638,36004,35695,37418,91367,45021,63666,153809,57161,44138,63634,110448,39996,97868,67769,60004,51564,73539,48282,93172
1951,7,66164,20409,63827,40632,43970,38262,45610,61909,24463,25756,21511,52522,50845,28641,65606,50261,105858,31869,26818,23857,37760,20328,93875,23477,41526,136806,31107,43125,31778,88613,19863,45256,38146,27358,50192,53402,20311,55536,92806,53598,22509,47665,30774,43230,35867,40200,63085,24255,26982,42127,48472,22907,70226,63655,105835,48700,25596,22324,30306,29097,91940,19415,52031,119338,32110,49511,38970,113003,20503,62246,54447,50458,18838,40519,20684,47259,22879,46724,32173,41918,29813,34405,50468,20744,25869,40178,43686,24918,71950,64599,116524,41232,26698,21702,38748,21757,105810,24817,44162,111457,35207,48912,33203,88256,20721,46391,52527,45583,36501,62370,18332,87940
1951,8,19329,9991,16443,13719,14411,12682,15135,16870,12925,11019,10785,28918,18625,11719,18361,15316,36089,13814,11938,12596,14383,10328,24947,11204,16125,50269,14537,17631,13064,27638,12644,19429,15034,17665,21091,18806,9775,18756,39617,18492,10218,13773,12213,14824,12815,17026,16462,13461,11237,13033,17749,10656,20771,17640,29425,17694,12400,11228,13187,11752,23108,10478,16727,53212,13420,18937,13782,30100,12812,20141,20290,18445,8901,16084,11840,16979,10212,15096,12198,14210,11120,15280,15232,12961,11689,12563,17156,11606,20687,17664,31586,15870,11993,11874,15320,11273,28544,11079,16443,46524,14208,18469,12698,28003,12865,18947,21328,16321,18688,20583,9348,32834
1951,9,11988,8160,8561,9252,9299,11005,9375,10194,9756,7882,7396,17896,13489,8530,12419,9300,16874,9494,10190,10002,12515,8347,11070,7723,14192,21067,9598,11360,8332,17458,10914,13352,9212,13952,10871,10799,7401,11957,19175,11559,8791,8192,9983,9224,10530,9474,9685,9178,8348,7875,13786,8514,12862,15311,16042,10826,8945,9231,12270,9315,10639,7420,12877,21403,9068,11912,8757,21165,9900,10475,10671,10628,9668,10927,8035,11848,8095,9046,8719,9252,9745,9321,8900,9829,7661,7613,11587,7755,15292,11460,16668,10106,9698,9348,10210,8348,11826,7585,14830,20683,9268,11832,8668,20421,10865,9843,16317,10050,14043,12048,8091,17268
1951,10,9855,7819,10751,8140,7367,7479,8508,8444,9521,7034,9336,16802,12840,7839,11307,18200,14163,8461,10234,10495,12825,8599,8870,9399,15282,18462,9564,8221,7776,20585,10632,13134,8508,13506,9055,11715,12947,9212,15800,9403,8888,8742,7448,8059,8416,9472,8282,10204,6767,7815,11837,11182,10917,19933,15002,9787,10214,10011,12757,8771,8974,9285,14615,17731,9916,8868,7064,19181,11848,9067,9633,10519,10151,8767,8668,10263,9070,9066,7729,7822,7547,9274,8078,8407,7065,7338,11196,8568,11564,19964,14333,8954,9548,10424,14909,8207,9188,6825,14708,18395,10808,8616,7166,18378,13069,8890,13391,9770,12809,10404,10650,15179
1951,11,9479,9183,10256,7995,7549,12689,8746,10715,11980,6566,8462,15768,12349,12056,12262,22634,16771,8930,15079,11263,11859,7134,9823,8621,11260,21114,9183,7561,7756,18921,13505,11331,9941,12978,8515,9105,14561,8282,33862,10564,8292,10061,8568,6953,8223,8722,8992,12271,6891,8659,11952,10913,12862,21237,16887,10229,13444,11705,10756,7281,10054,8542,11493,19635,9165,8068,9588,16951,12955,9793,8517,8772,11734,8298,16614,10937,8829,10952,9261,7073,10828,9066,8703,13073,7232,7259,11018,10696,13746,22009,17181,9205,14634,12998,11718,7327,10078,8815,11809,18539,9269,7687,8366,16785,14109,9623,11547,9219,12516,8639,11738,30139
1951,12,9381,7485,9853,8696,6777,10276,8601,10924,10632,7471,8619,15375,11892,8980,12052,17771,16161,9364,11322,10978,10528,6902,11252,8628,10243,20028,8384,7474,7818,17490,12476,10489,9994,12426,7995,8546,12253,8099,27057,10387,8092,9142,8357,6889,10396,8753,9880,11289,7788,8558,12128,9298,19929,19605,16333,9686,11186,10208,9247,7055,10676,7691,10104,18957,8460,7775,8911,16784,12563,8732,7846,8349,14192,8224,11571,9981,7952,9383,8930,7190,9435,8923,10439,9771,7175,8635,11229,8532,13117,19440,15652,8755,10516,11771,10419,6988,11097,7199,12559,18740,8477,7581,8432,16497,12515,8671,10804,9815,11380,8507,11693,24316
1952,1,10515,7830,10077,8996,10185,8572,8138,8994,10269,9290,9831,13438,15012,8706,14269,15473,13729,10598,10336,9780,9419,6582,10454,8136,9844,16726,7875,7138,6893,25672,10274,9910,8978,11234,7291,8440,12846,7635,20632,10925,7342,10149,9142,9586,7935,7947,8885,9852,9058,9876,12305,10589,11844,16642,14108,10359,9606,9501,8789,7024,11227,8709,9956,16222,8036,7741,7584,18423,9897,8259,7769,8567,10482,7614,12461,10968,7326,9795,9870,9123,7584,8121,9299,9145,7798,8906,11328,8480,13922,17395,12978,9671,9415,10425,9147,7053,10340,7216,10359,15802,7886,6997,7406,16501,10780,8026,10127,10285,11770,8267,11427,20082
1952,2,10206,8015,9947,10937,10665,9085,8382,9454,10390,9067,10769,14497,14104,13232,12916,14925,13388,9963,10301,10038,9109,7000,17018,8493,10785,15894,7857,7277,13429,26065,9705,11048,9490,12017,8306,8996,10900,7886,20975,11089,7587,9846,10972,11090,8206,8599,8864,10038,9249,11077,13099,11529,11276,16138,13548,12306,9904,10862,8346,6936,14332,9477,11037,15310,7908,7758,8790,29203,10258,8815,7689,9028,9561,7866,12490,10387,7825,9632,11339,11428,7790,8678,8628,10126,11078,10336,12728,12797,12853,16409,12205,9774,9065,11545,8862,6885,11720,7727,11316,14621,7840,7749,9582,24038,10600,8651,11220,9233,13233,8648,10469,20684
1952,3,9641,9347,11725,11542,13411,9141,9000,9216,14486,11164,10340,16225,13716,15574,12466,14518,14853,11481,12696,11768,8938,8685,14584,10071,11834,19479,9012,9377,12074,25894,11659,9806,11379,13347,7778,12388,10015,9801,22909,10569,11055,13089,11711,11472,9506,8757,8815,13690,11348,10747,13760,14924,12221,18967,14339,11465,11940,11584,8499,9206,16008,10211,11118,15566,8620,8413,16187,29362,11469,9946,7841,12895,9561,9155,15506,10540,9562,10229,11932,13714,8123,9300,9584,13421,10945,10685,14004,16172,12559,15602,13319,10210,15133,13911,8776,8918,16167,9497,11296,15369,8718,8304,16725,35018,10699,9060,11041,10928,15167,15211,9619,23565
1952,4,19569,15686,19591,18668,21239,13607,10749,14083,18941,13970,12824,22580,23797,26771,20280,18124,19654,16346,20419,21211,9537,11262,16173,14788,12081,28475,12304,10943,16454,28375,16253,16611,14282,23855,8366,22118,19936,11561,44655,26979,12789,18553,23695,19230,15268,13829,9762,25095,15056,16267,25311,21339,18162,29637,21800,14504,18623,15283,9107,11314,19732,14802,14493,25564,12551,11950,18337,42028,17743,12519,9169,17317,15460,11964,26617,20881,12652,11312,17039,19542,12448,9262,11438,17538,16645,17551,18705,21607,18392,24366,21280,14896,24417,17432,12086,12292,19863,10846,15367,22999,17615,9809,20039,49607,19103,14702,20400,14353,23976,22867,13572,44372
1952,5,52824,30483,35710,64955,28195,29766,26279,33599,40947,34552,29001,52084,38137,55326,45245,44010,43813,31476,49852,37943,14361,24517,30278,21020,38760,43034,25796,23380,39920,68040,29411,46979,29400,53375,22244,43181,37446,25478,69154,55077,23836,33980,57360,40137,24540,27859,30871,43103,25209,36229,45899,48321,36773,42311,48586,30900,44416,32413,14558,22513,29170,25683,30726,43700,30119,22728,36136,65562,31886,33249,20389,41068,29565,25473,41780,63223,39245,32753,50267,31634,23895,27765,32347,34133,23220,33898,47534,52757,34072,40873,39816,36298,54836,35259,17619,18430,26852,15963,34777,60339,33345,23648,42019,64682,39337,26602,38605,28661,48173,39597,36669,69657
1952,6,97518,45460,62439,73525,82465,35480,32935,39943,59589,80634,55056,97768,76091,98515,65817,78177,57765,59789,72118,66684,22109,32164,69639,30463,77727,51276,61362,30364,87576,107334,46950,52250,51651,83561,30153,67390,59984,35923,114880,95934,41401,65740,73367,61198,31681,29480,41773,62520,58836,62154,89462,90027,69303,59115,60131,61528,76300,72320,24732,32293,67103,26426,78547,70654,72147,29310,88879,107207,52348,47652,36693,57497,54602,40005,82432,85415,34477,66184,86167,63961,31292,36929,32221,53171,72911,53697,88683,95035,86294,70408,57913,58147,71511,70372,21351,37405,58435,40157,67318,70222,69663,28514,77371,105953,42788,51472,60729,54033,87422,53649,56467,87411
